cycle,state,candidate,party,pmean,upper90,lower10,win
2020,LA,Peter Wenstrup,D,8.807197,13.453970000000002,4.5161489999999995,0.003675
2020,LA,Derrick “Champ” Edwards,D,8.268685000000001,12.72932,4.181241,0.00255
2020,LA,Bill Cassidy,R,39.00225,47.00359,31.572459999999996,0.91445
2020,LA,Dustin Murphy,R,12.567730000000001,17.80465,7.571872999999999,0.034275
2020,LA,all others,O,6.507007,10.55803,3.03517,0.0
2020,KY,Amy McGrath,D,43.7998,48.44231,39.08947,0.07355
2020,KY,Mitch McConnell,R,54.245,58.92443000000001,49.57327,0.92645
2020,KY,Brad Barron,I,1.9552009999999997,3.720163,0.5645427,0.0
2020,KS,Barbara Bollier,D,46.26697,51.05348,41.44008,0.2479
2020,KS,Roger Marshall,R,51.1494,55.95318,46.342240000000004,0.7521
2020,KS,Jason Buckley,I,2.583632,4.782153,0.8397901,0.0
2020,IL,Richard J. Durbin,D,59.59966,64.90643,54.269330000000004,0.997175
2020,IL,Mark C. Curran Jr.,R,35.34568,40.60768,29.99417,0.002825
2020,IL,all others,O,5.054655,8.464960000000001,2.145842,0.0
2020,ID,Paulette Jordan,D,35.37032,41.37358,29.325870000000002,0.00765
2020,ID,Jim Risch,R,58.16809,64.13633,52.13165,0.99235
2020,ID,all others,O,6.461582,10.44265,2.991742,0.0
2020,IA,Theresa Greenfield,D,48.82082,53.467,44.16721,0.497575
2020,IA,Joni Ernst,R,48.89492,53.47765,44.23773,0.502425
2020,IA,all others,O,2.284267,4.2890809999999995,0.6954365,0.0
2020,GAS,Raphael Warnock,D,32.99338,40.67422,25.601879999999998,0.632375
2020,GAS,Matt Lieberman,D,5.38853,8.86917,2.315276,0.000525
2020,GAS,Ed Tarver,D,1.678881,3.281342,0.4408793,2.5e-05
2020,GAS,Kelly Loeffler,R,21.793570000000003,28.060909999999996,15.605089999999999,0.230875
2020,GAS,Doug Collins,R,19.76299,25.875,13.72437,0.1362
2020,GAS,all others,O,18.38265,24.4591,12.60575,0.0
2020,GA,Jon Ossoff,D,49.41823,53.73835,45.07266,0.47405
2020,GA,David Perdue,R,48.92559,53.24953000000001,44.57949,0.52595
2020,GA,Shane Hazel,I,1.6561720000000002,3.2359720000000003,0.44367700000000004,0.0
2020,DE,Christopher A. Coons,D,64.22861,69.3279,59.094190000000005,0.9994
2020,DE,Lauren Witzke,R,32.82577,37.92014,27.67326,0.0006
2020,DE,all others,O,2.945617,5.349012999999999,1.003808,0.0
2020,CO,John W. Hickenlooper,D,51.89868,57.244569999999996,46.480709999999995,0.8466
2020,CO,Cory Gardner,R,43.74886,49.10617,38.40228,0.1534
2020,CO,all others,O,4.352459,7.46126,1.729572,0.0
2020,AZ,Mark Kelly,D,52.88451,57.54014,48.29842,0.7916
2020,AZ,Martha McSally,R,47.11549,51.70158,42.45986,0.2084
2020,AR,Tom Cotton,R,72.74707,78.28545,67.26813,0.99995
2020,AR,Ricky Dale Harrington Jr.,I,27.25293,32.73188,21.71455,5e-05
2020,AL,Doug Jones,D,45.93105,51.31345,40.62911,0.163775
2020,AL,Tommy Tuberville,R,54.06895,59.37089,48.68655,0.836225
2020,AK,Al Gross,D,45.30525,50.684670000000004,39.94621,0.29005
2020,AK,Dan Sullivan,R,49.66635,55.072880000000005,44.18708,0.70995
2020,AK,all others,O,5.0284059999999995,8.469041,2.132607,0.0
